problem,formal_index,case_code,series_id,k_cleared_before,channel,phase,channel_previously_discovered,response_line,event,virtual_time_s,k_cleared_after,timing_basis
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,19,search,0,264,no_signal,1711.502527,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,2,search,0,266,no_signal,1717.502527,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,4,search,0,268,no_signal,1723.502527,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,5,search,0,270,no_signal,1729.502527,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,6,search,0,272,no_signal,1735.502527,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,8,search,0,274,no_signal,1741.502527,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,10,search,0,276,no_signal,1747.502527,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,12,search,1,278,no_signal,1753.502527,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,13,search,0,280,no_signal,1759.502527,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,14,search,0,282,no_signal,1765.502527,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,15,search,0,284,no_signal,1771.502527,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,20,search,0,286,no_signal,1777.502527,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,20,search,0,288,no_signal,1880.853764,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,2,search,0,290,no_signal,1886.853764,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,4,search,0,292,no_signal,1892.853764,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,5,search,0,294,no_signal,1898.853764,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,6,search,0,296,no_signal,1904.853764,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,8,search,0,298,no_signal,1910.853764,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,10,search,0,300,no_signal,1916.853764,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,12,search,1,302,no_signal,1922.853764,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,14,search,0,306,no_signal,1934.853764,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,15,search,0,308,no_signal,1940.853764,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,19,search,0,310,no_signal,1946.853764,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,19,search,0,312,no_signal,2050.205001,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,2,search,0,314,no_signal,2056.205001,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,4,search,0,316,no_signal,2062.205001,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,5,search,0,318,no_signal,2068.205001,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,6,search,0,320,no_signal,2074.205001,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,8,search,0,322,no_signal,2080.205001,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,10,search,0,324,no_signal,2086.205001,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,12,search,1,326,no_signal,2092.205001,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,14,search,0,330,no_signal,2104.205001,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,15,search,0,332,no_signal,2110.205001,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,20,search,0,334,no_signal,2116.205001,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,20,search,0,336,no_signal,2219.556238,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,2,search,0,338,no_signal,2225.556238,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,4,search,0,340,no_signal,2231.556238,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,5,search,0,342,no_signal,2237.556238,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,6,search,0,344,no_signal,2243.556238,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,8,search,0,346,no_signal,2249.556238,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,10,search,0,348,no_signal,2255.556238,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,14,search,0,352,no_signal,2267.556238,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,15,search,0,354,no_signal,2273.556238,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,19,search,0,356,no_signal,2279.556238,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,19,search,0,358,no_signal,2382.907475,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,2,search,0,360,no_signal,2388.907475,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,4,search,0,362,no_signal,2394.907475,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,5,search,0,364,no_signal,2400.907475,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,6,search,0,366,no_signal,2406.907475,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,8,search,0,368,no_signal,2412.907475,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,10,search,0,370,no_signal,2418.907475,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,14,search,0,374,no_signal,2430.907475,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,15,search,0,376,no_signal,2436.907475,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,20,search,0,378,no_signal,2442.907475,4,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,12,optical_fallback,1,380,optical_fallback_start,2442.907475,4,preceding_response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,4,12,optical_fallback,1,380,optical_fallback_success,2560.774114,5,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,5,20,search,0,382,no_signal,2664.979728,5,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,5,2,search,0,384,no_signal,2670.979728,5,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,5,4,search,0,386,no_signal,2676.979728,5,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,5,5,search,0,388,no_signal,2682.979728,5,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,5,6,search,0,390,no_signal,2688.979728,5,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,5,8,search,0,392,no_signal,2694.979728,5,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,5,10,search,0,394,no_signal,2700.979728,5,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,5,14,search,0,396,no_signal,2706.979728,5,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,5,15,search,0,398,no_signal,2712.979728,5,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,5,19,search,0,402,no_signal,2724.979728,5,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,5,19,search,0,404,no_signal,2923.576374,5,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,5,2,search,0,406,no_signal,2929.576374,5,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,5,4,search,0,408,no_signal,2935.576374,5,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,5,5,search,0,410,no_signal,2941.576374,5,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,5,6,search,0,412,no_signal,2947.576374,5,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,5,8,search,0,414,no_signal,2953.576374,5,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,5,10,search,0,416,no_signal,2959.576374,5,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,5,14,search,0,418,no_signal,2965.576374,5,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,5,15,search,0,420,no_signal,2971.576374,5,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,5,20,search,0,422,no_signal,2977.576374,5,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,6,20,search,0,426,no_signal,3247.082378,6,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,6,2,search,0,430,no_signal,3259.082378,6,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,6,4,search,0,432,no_signal,3265.082378,6,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,6,5,search,0,434,no_signal,3271.082378,6,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,6,6,search,0,436,no_signal,3277.082378,6,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,6,8,search,0,438,no_signal,3283.082378,6,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,6,10,search,0,440,no_signal,3289.082378,6,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,6,14,search,0,442,no_signal,3295.082378,6,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,6,15,search,0,444,no_signal,3301.082378,6,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,6,17,search,1,446,no_signal,3307.082378,6,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,6,19,search,0,448,no_signal,3313.082378,6,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,7,19,search,0,452,no_signal,3552.099788,7,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,7,2,search,0,454,no_signal,3558.099788,7,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,7,4,search,0,456,no_signal,3564.099788,7,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,7,5,search,0,458,no_signal,3570.099788,7,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,7,6,search,0,460,no_signal,3576.099788,7,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,7,8,search,0,462,no_signal,3582.099788,7,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,7,10,search,0,464,no_signal,3588.099788,7,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,7,11,search,1,466,no_signal,3594.099788,7,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,7,14,search,0,468,no_signal,3600.099788,7,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,7,15,search,0,470,no_signal,3606.099788,7,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,7,20,search,0,474,no_signal,3618.099788,7,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,8,11,optical_fallback,1,478,optical_fallback_start,3741.263428,8,preceding_response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,8,11,optical_fallback,1,478,optical_fallback_success,3767.048838,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,20,search,0,480,no_signal,3855.908378,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,2,search,0,482,no_signal,3861.908378,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,4,search,0,484,no_signal,3867.908378,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,5,search,0,486,no_signal,3873.908378,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,6,search,0,488,no_signal,3879.908378,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,8,search,0,490,no_signal,3885.908378,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,10,search,0,492,no_signal,3891.908378,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,14,search,0,494,no_signal,3897.908378,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,15,search,0,496,no_signal,3903.908378,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,19,search,0,498,no_signal,3909.908378,9,response_end
Q4,1,JHQ9-ZVTT-CGAR-GVTX,Q4-正式1,9,19,search,0,500,no_signal,4108.505024,9,response_end
